,acousticness,album_names,artist_name,audio_mode,audio_valence,danceability,energy,instrumentalness,key,liveness,loudness,song_duration_ms,song_name,song_popularity,speechiness,tempo,time_signature,yt_max_views
2267,0.0273,I Miss You (feat. Julia Michaels),Clean Bandit,1.0,0.619,0.6,0.911,0.0,3.0,0.174,-3.29,194516.0,I Miss You (feat. Julia Michaels) - Stadiumx Remix,55.0,0.0547,123.944,4.0,54000.0
2268,0.00198,I'll Be There (Cahill Remix),Jess Glynne,1.0,0.5710000000000001,0.595,0.887,3.91e-05,7.0,0.0518,-3.607,183991.0,I'll Be There - Cahill Remix,59.0,0.0387,124.073,4.0,193000.0
2269,0.0157,Louder,Sultan + Shepard ,0.0,0.49,0.74,0.7340000000000001,5.460000000000001e-05,11.0,0.0757,-6.309,195483.0,Louder,57.0,0.0455,124.096,4.0,192000.0
2270,0.00532,Time Alone (feat. The Griswolds),Prince Fox,1.0,0.327,0.5529999999999999,0.769,3.54e-06,5.0,0.214,-4.47,214344.0,Time Alone (feat. The Griswolds),53.0,0.0316,127.947,4.0,225000.0
2271,0.0389,I Forgot (MOTi Remix),Clara Mae,1.0,0.317,0.448,0.8909999999999999,1.32e-05,6.0,0.539,-3.602,184000.0,I Forgot - MOTi Remix,52.0,0.13,121.87,4.0,177000.0
2272,0.228,FUTURE,Don Diablo,0.0,0.8029999999999999,0.637,0.767,4.69e-06,6.0,0.111,-5.1370000000000005,189677.0,Found You,7.0,0.0491,124.006,4.0,854000.0
2273,0.16399999999999998,Somebody New (feat. Sultan + Shepard),VASSY,0.0,0.726,0.7509999999999999,0.867,0.000251,11.0,0.22,-2.464,177786.0,Somebody New (feat. Sultan + Shepard),52.0,0.0755,121.924,4.0,97000.0
2274,0.0067,Chasing Fire (Robin Schulz Remix),Lauv,1.0,0.376,0.607,0.7170000000000001,0.00132,5.0,0.256,-5.771,217678.0,Chasing Fire - Robin Schulz Remix,23.0,0.0634,125.956,4.0,3400000.0
2275,0.0319,Dancing in the Moonlight (PBH & Jack Shizzle Sunset Remix Radio Edit),Jubel,0.0,0.535,0.778,0.785,0.222,6.0,0.0603,-4.394,136320.0,Dancing in the Moonlight - PBH & Jack Shizzle Sunset Remix Radio Edit,51.0,0.0408,125.013,4.0,40000000.0
2276,0.0787,I Like Me Better (TRU Concept Remix),Lauv,0.0,0.634,0.7340000000000001,0.698,0.00994,6.0,0.0675,-6.299,189334.0,I Like Me Better - TRU Concept Remix,9.0,0.0274,120.028,4.0,2800000.0
2277,0.0391,Growing Pains (Remixes Pt. 2),Alessia Cara,1.0,0.754,0.7090000000000001,0.762,0.000147,9.0,0.0709,-8.167,222853.0,Growing Pains - BRAVVO Remix,48.0,0.196,98.019,4.0,1300000.0
2278,0.0173,Body (Orjan Nilsen Remix),Loud Luxury,0.0,0.408,0.654,0.916,0.00834,5.0,0.444,-2.195,192380.0,Body - Orjan Nilsen Remix,30.0,0.224,126.108,4.0,207000000.0
2279,0.0038,Don't Leave Me Alone (feat. Anne-Marie) [Remixes],David Guetta,1.0,0.281,0.687,0.7190000000000001,8.48e-05,7.0,0.108,-7.558,271874.0,Don't Leave Me Alone (feat. Anne-Marie) - Sidney Samson Remix,51.0,0.0539,127.966,4.0,261000.0
2280,0.0122,Solo (feat. Demi Lovato) [Ofenbach Remix],Clean Bandit,1.0,0.652,0.853,0.608,0.00257,9.0,0.149,-7.798999999999999,228153.0,Solo (feat. Demi Lovato) - Ofenbach Remix,57.0,0.0866,120.975,4.0,844000000.0
2281,0.132,Next Season,Felix Cartal,0.0,0.18600000000000005,0.628,0.7809999999999999,5.12e-06,6.0,0.209,-4.745,218181.0,Walking By,54.0,0.0411,121.015,4.0,883000.0
2282,0.0547,Skin 2 Skin,Diamond Pistols,0.0,0.284,0.6759999999999999,0.84,0.0,6.0,0.194,-4.67,189873.0,Skin 2 Skin,50.0,0.0545,110.026,4.0,265000.0
2283,0.0455,Mood (Sultan + Shepard Remix),Felix Cartal,1.0,0.4,0.591,0.7909999999999999,0.000243,8.0,0.119,-3.592,173280.0,Mood - Sultan + Shepard Remix,43.0,0.0569,124.952,4.0,1100000.0
2284,0.336,This Feeling,IYES,0.0,0.83,0.74,0.626,0.0,7.0,0.262,-6.005,198524.0,This Feeling,58.0,0.14400000000000002,118.021,4.0,270000.0
2285,0.00799,Be Somebody (feat. Kiiara) [Tyron Hapi Remix],Steve Aoki,0.0,0.35100000000000003,0.381,0.807,0.0,8.0,0.064,-5.728,164000.0,Be Somebody (feat. Kiiara) - Tyron Hapi Remix,43.0,0.0686,108.481,1.0,1000000.0
2286,0.0825,Rumors (With Sofia Carson) (Khrebto Remix),R3HAB,1.0,0.539,0.642,0.8690000000000001,0.002,1.0,0.151,-2.2430000000000003,192444.0,Rumors (With Sofia Carson) - Khrebto Remix,56.0,0.256,135.015,4.0,6100000.0
2287,0.000253,Medicine (Just Kiddin Remix),Robinson,0.0,0.625,0.6859999999999999,0.812,0.318,9.0,0.0624,-5.265,297822.0,Medicine - Just Kiddin Remix,38.0,0.0482,123.988,4.0,431000.0
2288,0.00731,BYLAW EP,Martin Garrix,0.0,0.336,0.507,0.887,0.0,5.0,0.562,-4.084,247504.0,Waiting For Tomorrow (feat. Mike Shinoda),34.0,0.141,128.015,4.0,18000000.0
2289,0.217,On My Own,Spyker,0.0,0.34,0.581,0.91,0.0,2.0,0.147,-5.05,181301.0,On My Own,3.0,0.0858,126.033,4.0,2300.0
2290,0.111,Happier (Remixes),Marshmello,1.0,0.546,0.696,0.662,0.0,5.0,0.101,-4.251,196571.0,Happier - Frank Walker Remix,27.0,0.179,104.912,4.0,2800000.0
2291,0.0411,Wanna Know U,Burak Yeter,1.0,0.595,0.718,0.887,0.000209,0.0,0.0607,-4.9110000000000005,169160.0,Wanna Know U,15.0,0.0766,115.975,4.0,148000.0
2292,0.0987,Nuthin' 2 Prove,Lil Yachty,1.0,0.904,0.955,0.4920000000000001,0.0,8.0,0.417,-8.443999999999999,158769.0,Get Dripped (feat. Playboi Carti),0.0,0.395,130.062,4.0,42000000.0
2293,0.0415,Nervous,Shawn Mendes,1.0,0.748,0.8390000000000001,0.625,0.0,0.0,0.125,-6.761,164186.0,Nervous,24.0,0.0769,121.982,4.0,101000000.0
2294,0.229,Despacito Feat. Justin Bieber (Remix),Luis Fonsi,1.0,0.813,0.6940000000000001,0.815,0.0,2.0,0.0924,-4.328,228826.0,Despacito - Remix,47.0,0.12,88.931,4.0,7200000000.0
2295,0.59,Psycho (feat. Ty Dolla $ign),Post Malone,1.0,0.413,0.748,0.546,0.0,8.0,0.112,-8.134,220880.0,Psycho (feat. Ty Dolla $ign),37.0,0.106,140.005,4.0,846000000.0
2296,0.00502,Thunder,Imagine Dragons,1.0,0.249,0.601,0.8340000000000001,0.15,0.0,0.121,-3.78,187761.0,Thunder,22.0,0.0455,167.87900000000005,4.0,1600000000.0
2297,0.377,Lucid Dreams,Juice WRLD,0.0,0.21600000000000005,0.4370000000000001,0.481,0.0,11.0,0.33,-9.681,239946.0,Lucid Dreams,36.0,0.237,83.60600000000002,4.0,670000000.0
2298,0.655,Suga Suga,Baby Bash,0.0,0.513,0.695,0.741,7.49e-06,5.0,0.115,-3.08,243493.0,Suga Suga,39.0,0.246,82.446,4.0,169000000.0
2299,0.128,Destrukxion,Dyablo,0.0,0.654,0.848,0.608,0.0,4.0,0.07200000000000001,-7.473,265346.0,Pretty Girl - Remix,49.0,0.21,88.01100000000002,4.0,279000.0
2300,0.731,Grow Up - Single,King Lil G,0.0,0.685,0.58,0.52,1.25e-05,5.0,0.109,-11.406,187586.0,Grow Up,40.0,0.415,174.137,4.0,38000000.0
2301,0.14800000000000002,Neighborhood Music (Explicit Version),Lil Rob,0.0,0.284,0.794,0.7929999999999999,1.21e-06,11.0,0.284,-3.486,251240.0,Neighborhood Music,50.0,0.133,85.005,4.0,23000000.0
2302,0.0177,"Hip Hop 100 Hits - Urban rap & R n B anthems inc. Jay Z, A$ap Rocky, Wu-Tang Clan & Nas",Delinquent Habits,1.0,0.604,0.826,0.698,0.00761,11.0,0.314,-4.004,255693.0,Tres Delinquentes - Radio,56.0,0.151,100.108,4.0,26000000.0
2303,0.000168,Back To The Hotel,N2DEEP,1.0,0.305,0.69,0.38,0.000533,9.0,0.136,-12.845,304280.0,Back To The Hotel,55.0,0.0609,201.697,4.0,42000000.0
2304,0.513,The Album (Explicit Version),Lil Rob,1.0,0.598,0.737,0.541,0.0214,4.0,0.284,-8.17,268200.0,Linda Mujer,47.0,0.156,147.025,3.0,8600000.0
2305,0.358,Twelve Eighteen (Part I),Lil Rob,0.0,0.392,0.472,0.672,0.0,10.0,0.108,-4.997,269160.0,Summer Nights,58.0,0.212,81.813,4.0,23000000.0
2306,0.0518,NB Ridaz.com,NB Ridaz,0.0,0.556,0.868,0.568,0.0,11.0,0.0666,-5.388,259000.0,Pretty Girl,57.0,0.258,88.009,4.0,18000000.0
2307,0.177,Tha Second Coming,Nastyboy Klick,0.0,0.489,0.8370000000000001,0.388,0.0,9.0,0.157,-13.319,247080.0,Lost In Love,46.0,0.28,139.997,4.0,2700000.0
2308,0.0839,Ak47boyz,King Lil G,0.0,0.392,0.575,0.609,8.46e-05,6.0,0.62,-8.037,193786.0,Hopeless Boy (feat. David Ortiz),58.0,0.19,93.774,4.0,57000000.0
2309,0.227,MAGIC CITY,Mc Magic,1.0,0.503,0.774,0.552,0.0,8.0,0.206,-6.0539999999999985,234840.0,Sexy Lady,56.0,0.0503,127.176,4.0,9600000.0
2310,0.0182,Temptations,Solo Sinatra,0.0,0.535,0.527,0.785,0.0,8.0,0.116,-3.844,290156.0,Royalty (feat. Rio),39.0,0.218,145.894,4.0,77000.0
2311,0.271,Don’t Get It Twisted,Mr. Capone-E,0.0,0.594,0.696,0.733,0.0,9.0,0.0896,-7.633999999999999,246440.0,Don’t Get It Twisted (feat. Twista),1.0,0.257,140.06,4.0,606000.0
2312,0.0406,Hispanic Causing Panic,Kid Frost,1.0,0.721,0.8009999999999999,0.529,0.000609,1.0,0.0936,-14.875,209066.0,La Raza,51.0,0.0962,106.965,4.0,17000000.0
2313,0.353,Greatest Hits,NB Ridaz,0.0,0.573,0.726,0.6559999999999999,0.0,11.0,0.14400000000000002,-7.55,244133.0,Runaway,37.0,0.172,170.081,4.0,8300000.000000001
2314,0.18600000000000005,Dedicated 2 the Oldies 2,Mr. Capone-E,1.0,0.648,0.7809999999999999,0.763,0.0,2.0,0.653,-7.087999999999999,255746.0,Sumertime Anthem,40.0,0.245,94.987,4.0,6500000.0
2315,0.268,Proyecto Akwid,Akwid,0.0,0.738,0.949,0.685,0.0,10.0,0.0504,-2.4730000000000003,243466.0,No Hay Manera,44.0,0.125,102.537,4.0,4400000.0
2316,0.33,Nino Brown,Nino Brown,1.0,0.841,0.7859999999999999,0.5820000000000001,0.0,1.0,0.0959,-5.732,249293.0,Eye Candy,38.0,0.0865,85.02,4.0,563000.0
2317,0.0386,La Sangre Nunca Muere,Kinto Sol,0.0,0.96,0.831,0.79,0.0004730000000000001,10.0,0.0708,-5.322,287920.0,Ella Se Fue,55.0,0.0843,93.998,4.0,
2318,0.095,Frost Presents...Raza Radio,Lighter Shade Of Brown,1.0,0.845,0.784,0.765,0.0,1.0,0.182,-3.545,212880.0,On A Sunday Afternoon,51.0,0.212,94.812,4.0,1900000.0
2319,0.0897,The Process,Play-N-Skillz,0.0,0.784,0.723,0.596,0.0,1.0,0.22,-5.6770000000000005,267986.0,Freaks,38.0,0.153,69.008,4.0,1100000.0
2320,0.116,East Side Story,Kid Frost,0.0,0.5329999999999999,0.75,0.428,0.28300000000000003,1.0,0.127,-13.714,291133.0,No Sunshine,40.0,0.121,77.20100000000002,4.0,2800000.0
2321,0.243,Dough and Dro,Baeza,1.0,0.463,0.7979999999999999,0.441,0.0,9.0,0.124,-14.589,231013.0,Far From Ready,44.0,0.159,126.985,4.0,12000000.0
2322,0.0491,Cruising Oldies Part 3,Payaso,1.0,0.603,0.92,0.44,0.14400000000000002,0.0,0.136,-8.44,206733.0,Im Not Your Puppet - Feat. Mz. Lavish,29.0,0.196,94.986,4.0,72000.0
2323,0.093,A Soldier's Story,Mr. Capone-E,0.0,0.677,0.8320000000000001,0.579,0.0,11.0,0.1,-8.925,226773.0,My Angel,47.0,0.336,89.964,4.0,10000000.0
2324,0.0814,Vamonos,Baby Bash,0.0,0.952,0.8740000000000001,0.58,3.19e-06,3.0,0.109,-9.125,203530.0,Vamonos,45.0,0.0778,129.985,4.0,2500000.0
2325,0.16899999999999998,Los Angeles Times,Conejo,0.0,0.55,0.61,0.8640000000000001,1.16e-06,0.0,0.62,-4.928,234906.0,The Devil Is Inside,40.0,0.208,89.524,4.0,1300000.0
2326,0.265,KOMP 104.9 Radio Compa (International Version),Akwid,1.0,0.384,0.865,0.5710000000000001,0.0,8.0,0.328,-6.365,258573.0,"Como, Cuando y Donde",52.0,0.19,90.0,4.0,46000000.0
2327,0.233,Hip Hop Locos,Lighter Shade Of Brown,1.0,0.376,0.7859999999999999,0.396,0.000912,1.0,0.124,-14.489,211800.0,Homies,40.0,0.312,193.5,4.0,3400000.0
2328,0.341,Tha Smokin' Nephew,Baby Bash,1.0,0.8390000000000001,0.818,0.5720000000000001,0.0,0.0,0.133,-6.919,198893.0,Shorty DooWop,41.0,0.0785,99.027,4.0,8199999.999999999
2329,0.0861,Cali-Rap Radio: Most Requested,Mr. Criminal,1.0,0.825,0.826,0.684,0.0,7.0,0.242,-5.8420000000000005,235013.0,Mami Mira,43.0,0.121,101.002,4.0,859000.0
2330,0.0497,Evolution of a G,Mr. Criminal,1.0,0.159,0.8690000000000001,0.589,0.0,1.0,0.0597,-4.665,243306.0,Banged Up (feat. Mr. Capone-E),41.0,0.136,95.029,4.0,2600000.0
2331,0.474,Dough and Dro,Baeza,1.0,0.705,0.7340000000000001,0.424,0.0,2.0,0.104,-13.424,278307.0,Slip N Slide,36.0,0.0426,119.947,4.0,1200000.0
2332,0.0126,Candy Coated Dreamer,Baby Bash,1.0,0.467,0.722,0.653,0.0,0.0,0.267,-6.8729999999999976,210773.0,Candy Coated Dreamer,38.0,0.0359,89.99,4.0,306000.0
2333,0.0706,Evolution of a G,Mr. Criminal,1.0,0.447,0.841,0.629,0.0,2.0,0.0894,-6.47,289182.0,Kickin Back Being Blue,47.0,0.3,94.026,4.0,8300000.000000001
2334,0.171,Young OG,Lil Cuete,1.0,0.0792,0.688,0.485,0.0,1.0,0.0906,-6.27,179093.0,Real OG's (feat. King Lil G & Kozme'),43.0,0.0537,76.589,4.0,18000000.0
2335,0.241,Gangster Love Volume 4,Lil' Menace,0.0,0.449,0.626,0.77,0.0,11.0,0.108,-7.9620000000000015,229160.0,Luv Them Girls,0.0,0.21600000000000005,86.906,4.0,94000.0
2336,0.0896,The Good Man,Og Kid Frost,1.0,0.726,0.726,0.742,2.07e-06,1.0,0.0683,-6.175,228013.0,The Good Man,26.0,0.145,150.015,4.0,39000.0
2337,0.0411,The Good Man,Og Kid Frost,1.0,0.414,0.5579999999999999,0.742,0.0,0.0,0.119,-5.6629999999999985,213080.0,Still for La Raza,27.0,0.218,201.936,4.0,17000000.0
2338,0.00317,Brown Is Beautiful,Ms Krazie,0.0,0.5529999999999999,0.987,0.358,0.0464,9.0,0.0943,-8.677999999999999,278653.0,Walk Away,36.0,0.08800000000000001,117.978,4.0,2600000.0
2339,0.0887,Firme Oldies 2,Young Trigger,1.0,0.319,0.78,0.6409999999999999,0.00015800000000000002,7.0,0.329,-6.695,236786.0,I'm Missing You,27.0,0.196,94.984,4.0,140000.0
2340,0.28300000000000003,Cinco de Mayo - Single,Baby Bash,1.0,0.85,0.6809999999999999,0.8390000000000001,0.0,6.0,0.17800000000000002,-2.417,263487.0,Cinco de Mayo,27.0,0.0584,77.982,4.0,201000.0
2341,0.0384,What I Like,GT Garza,0.0,0.752,0.688,0.725,0.0,4.0,0.289,-7.005,204223.0,What I Like,25.0,0.042,155.95,4.0,1900000.0
2342,0.418,Loco,J Romero,0.0,0.541,0.6809999999999999,0.6559999999999999,1.71e-06,11.0,0.608,-5.167999999999998,236758.0,Loco,52.0,0.179,171.85299999999995,4.0,584000000.0
2343,0.364,Mood,Kap G,0.0,0.299,0.713,0.537,0.0,1.0,0.265,-7.392,191821.0,Big Racks,48.0,0.0878,76.753,4.0,1400000.0
2344,0.429,Smile Now Cry Never,Ms Krazie,0.0,0.383,0.8220000000000001,0.59,0.0,6.0,0.102,-8.005,229640.0,A Gangster's Wife,37.0,0.18,89.995,4.0,2500000.0
2345,0.698,Overnight,Ian Ewing,1.0,0.248,0.562,0.309,0.139,10.0,0.8059999999999999,-13.313,286221.0,Aphelion,51.0,0.0757,130.565,4.0,27000.0
2346,0.355,Timber,bitbeats,1.0,0.0639,0.809,0.371,0.6509999999999999,5.0,0.436,-9.529,153069.0,Spruce,49.0,0.132,82.01799999999999,4.0,333000.0
2347,0.872,Melon,Karuna,0.0,0.524,0.638,0.0191,0.224,5.0,0.0798,-21.301,117142.0,Lakeview,50.0,0.0988,84.02799999999998,4.0,24000.0
2348,0.185,I Play Colors,Justnormal,0.0,0.231,0.748,0.52,0.741,8.0,0.103,-9.044,148000.0,Still Here Waiting,36.0,0.165,88.165,4.0,2400.0
2349,0.0408,Sweet Berries,Handbook,0.0,0.471,0.731,0.252,0.787,10.0,0.103,-7.704,167191.0,Sweet Berries,54.0,0.0442,89.00299999999999,4.0,119000.0
2350,0.0419,Lush Dream,omniboi,1.0,0.243,0.7959999999999999,0.269,0.857,0.0,0.109,-14.248,186611.0,Coliseum,49.0,0.0804,84.54299999999998,4.0,115000.0
2351,0.595,Chillhop Daydreams,Monma,0.0,0.6859999999999999,0.831,0.266,0.852,2.0,0.0914,-9.256,91750.0,Ooohwee,55.0,0.21,89.027,4.0,492000.0
2352,0.535,Masters of the Lodge,Bertholet,1.0,0.364,0.638,0.232,0.888,1.0,0.103,-9.922,95524.0,The Ceremony,56.0,0.0392,75.078,4.0,17000.0
2353,0.13,Lost,Toonorth,0.0,0.6629999999999999,0.6940000000000001,0.335,0.898,2.0,0.327,-6.355,121338.0,Lost,57.0,0.0531,142.466,1.0,63000.0
2354,0.722,Harvest,autumn keys,1.0,0.199,0.6579999999999999,0.269,0.852,0.0,0.172,-17.524,121714.0,Last Chance,48.0,0.442,135.216,4.0,7800.0
2355,0.8959999999999999,oldsoul.,tides.,1.0,0.79,0.684,0.371,0.944,8.0,0.0999,-9.73,68634.0,mello,10.0,0.0826,83.962,4.0,23000000.0
2356,0.246,Asparuhgus,Guustavv,1.0,0.6940000000000001,0.662,0.605,0.0137,6.0,0.145,-10.149,126163.0,Daffodils,54.0,0.649,76.374,4.0,10000.0
2357,0.35100000000000003,Monothrope,Mono:Massive,0.0,0.365,0.722,0.585,0.867,5.0,0.111,-9.824,176000.0,Do Some Real,53.0,0.039,88.00200000000002,4.0,54000.0
2358,0.0766,Solstice,Aeson,1.0,0.813,0.805,0.244,0.447,7.0,0.059,-15.898,158436.0,Sunrise,47.0,0.223,81.96799999999998,4.0,644000.0
2359,0.451,dusk [beat tape],Flavors,0.0,0.302,0.616,0.261,0.4,6.0,0.185,-15.326,107405.0,glowstick,48.0,0.466,144.239,4.0,7400000.0
2360,0.34,Restless Minds,Yomoti,1.0,0.59,0.752,0.476,0.7609999999999999,1.0,0.155,-7.252000000000002,131711.0,Second Side,55.0,0.114,163.967,4.0,15000.0
2361,0.929,Sky Pretty,Masked Man,0.0,0.145,0.809,0.114,0.907,10.0,0.101,-10.573,145822.0,Sky Pretty,51.0,0.109,78.98,4.0,11000.0
2362,0.838,Morning Sweetness,Philanthrope,1.0,0.207,0.6659999999999999,0.3,0.809,8.0,0.119,-8.747,174814.0,Morning Sweetness,49.0,0.121,80.98899999999998,4.0,317000.0
2363,0.964,On Blaast,Joe Nora,0.0,0.594,0.804,0.225,0.929,6.0,0.103,-15.623,92000.0,On Blaast,33.0,0.0798,85.125,4.0,1400.0
2364,0.878,Complex Channel Collective Tapes Vol. 3,tusken.,0.0,0.289,0.5479999999999999,0.299,0.718,2.0,0.124,-13.825,110744.0,Marbles,48.0,0.331,78.156,4.0,693000.0
2365,0.606,I Need This,Frook,0.0,0.412,0.789,0.353,0.728,5.0,0.0923,-5.454,150989.0,I Need This,41.0,0.0589,120.1,3.0,2600.0
2366,0.8390000000000001,Mitsuwa,SINY,1.0,0.622,0.5870000000000001,0.452,0.8909999999999999,0.0,0.0979,-9.656,155181.0,Shokawa,54.0,0.495,160.497,4.0,87000.0
2367,0.238,lonely thoughts,jamvvis,1.0,0.0465,0.677,0.371,0.6990000000000001,11.0,0.106,-16.424,192007.0,totoba,46.0,0.0782,80.021,4.0,109000.0
2368,0.81,Hours,Neotic,1.0,0.447,0.5479999999999999,0.438,0.282,10.0,0.0862,-6.364,112519.0,3 PM,47.0,0.161,180.00799999999995,4.0,1700000.0
2369,0.135,CRAFT,Farazi,1.0,0.616,0.847,0.57,0.727,7.0,0.526,-9.596,182068.0,DAYS,46.0,0.191,87.01799999999999,4.0,5500.0
2370,0.17800000000000002,Asparuhgus,Guustavv,1.0,0.3720000000000001,0.7020000000000001,0.474,0.6829999999999999,2.0,0.15,-10.944,126540.0,Mantis,34.0,0.117,83.035,4.0,815.0
2371,0.8440000000000001,Rio,Wun Two,1.0,0.435,0.799,0.35200000000000004,0.903,6.0,0.115,-9.943,152195.0,calles feat. tuamie,5.0,0.159,83.564,4.0,36000.0
2372,0.696,Vibes 2,The Deli,1.0,0.672,0.695,0.266,0.871,11.0,0.0917,-16.319000000000006,81106.0,Garbage,52.0,0.0714,87.03299999999999,4.0,1000000.0
2373,0.0195,KEEN: Soft Beats Vol. 1,Molife,1.0,0.687,0.768,0.524,0.863,1.0,0.106,-4.404,140109.0,Ekans,56.0,0.13,93.032,4.0,7800.0
2374,0.609,after hours,twuan,0.0,0.573,0.846,0.2,0.362,9.0,0.105,-13.281,154965.0,after hours,45.0,0.0898,127.006,4.0,17000.0
2375,0.851,Eve 委亜域,Fractite,1.0,0.931,0.784,0.384,0.163,9.0,0.101,-10.012,86709.0,Eve 委亜域,43.0,0.275,155.029,4.0,1600.0
2376,0.0161,"Pink Hair, Green Eyes (Instrumental)",Balcony,0.0,0.168,0.637,0.0881,0.314,3.0,0.098,-26.984,235172.0,"Pink Hair, Green Eyes - Instrumental",46.0,0.113,174.079,4.0,79000.0
2377,0.772,Chillhop Daydreams,Delayde,0.0,0.281,0.6729999999999999,0.211,0.8540000000000001,8.0,0.298,-13.704,104124.0,Teleshopping,51.0,0.24,79.193,4.0,
2378,0.875,re:ups,digitalluc,1.0,0.383,0.7090000000000001,0.293,0.0454,1.0,0.103,-11.215,139521.0,003,59.0,0.241,84.971,4.0,15000.0
2379,0.31,Sunday Spelunking,Frook,1.0,0.624,0.816,0.35600000000000004,0.327,0.0,0.113,-11.63,120254.0,Pettles,55.0,0.258,79.916,4.0,32000.0
2380,0.7090000000000001,I Play Colors,Justnormal,0.0,0.36,0.75,0.249,0.805,4.0,0.122,-16.183,105000.0,Back To The Norm,51.0,0.204,169.91400000000004,4.0,10000000.0
2381,0.134,Roads,YAYA,0.0,0.16899999999999998,0.654,0.309,0.893,4.0,0.126,-11.135,188103.0,Roads,45.0,0.0376,148.009,4.0,78000000.0
2382,0.76,Lazy Sunday,steezy prime,0.0,0.036000000000000004,0.759,0.532,0.841,0.0,0.127,-9.653,152380.0,Lazy Sunday,45.0,0.0391,126.047,4.0,17000.0
2383,0.8440000000000001,Coffee And Unicorns,Henyao,1.0,0.24,0.607,0.363,0.596,8.0,0.154,-12.554,161256.0,Coffee And Unicorns,57.0,0.0301,80.977,4.0,53000.0
2384,0.00225,Sundae Sauuce Presents: Chocolate Drizzle,WES WAX,1.0,0.524,0.684,0.617,0.763,8.0,0.0695,-7.381,134831.0,Velvet,45.0,0.0672,89.01299999999998,4.0,640.0
2385,0.573,Froosh,_tag,1.0,0.454,0.863,0.39,0.0142,8.0,0.224,-9.988,117577.0,Froosh,47.0,0.2,75.816,4.0,4000.0
2386,0.931,BLESS Vol. 2,Nymano,0.0,0.454,0.481,0.473,0.00821,7.0,0.14,-6.772,82750.0,Summer Bump,47.0,0.0385,80.038,3.0,25000.0
2387,0.64,Morning Coffee,Not Yourself,1.0,0.472,0.71,0.7959999999999999,0.631,4.0,0.127,-9.031,92333.0,Morning Coffee,45.0,0.284,89.99799999999998,4.0,7100000.0
2388,0.46,Fear / When It All Fades,K15,1.0,0.171,0.461,0.477,0.932,2.0,0.0998,-9.37,99775.0,When It All Fades,44.0,0.0664,65.568,3.0,467000.0
2389,0.277,Homebrew,Sinitus Tempo,0.0,0.421,0.6709999999999999,0.376,0.92,7.0,0.0948,-10.028,256744.0,My Life Style,44.0,0.0547,172.048,4.0,1800.0
2390,0.898,Queue,Lunchmoney,1.0,0.325,0.6509999999999999,0.509,0.879,10.0,0.113,-9.856,96022.0,Queue,44.0,0.171,160.072,4.0,85000000.0
2391,0.927,Compound Changes.,Misc.Inc,0.0,0.51,0.7859999999999999,0.279,0.926,4.0,0.544,-12.724,104000.0,Origin.,46.0,0.16,90.01,4.0,1800.0
2392,0.233,nothing really matters that much to me anymore.,Astroblk,1.0,0.353,0.7120000000000001,0.128,0.915,0.0,0.0951,-17.163,164858.0,nothing really matters that much to me anymore.,45.0,0.0823,83.037,4.0,5100.0
2393,0.669,End of Summer,Atreesto,0.0,0.388,0.438,0.318,0.0162,7.0,0.108,-8.297,148459.0,Back at It,43.0,0.0867,185.084,3.0,
2394,0.8340000000000001,Shinigami,SINY,1.0,0.617,0.7759999999999999,0.252,0.914,8.0,0.112,-8.335,95255.0,NEAR,55.0,0.233,87.115,4.0,15000.0
2395,0.373,SVMMER SVN vol. 6,Stan Forebee,0.0,0.501,0.448,0.725,0.606,1.0,0.0973,-10.084,175999.0,Unwritten,43.0,0.0601,152.07399999999996,3.0,6600.0
2396,0.237,Forest Mill Trail,no sentences,1.0,0.0683,0.8540000000000001,0.219,0.96,2.0,0.105,-14.962,109113.0,Forest Mill Trail,44.0,0.0867,131.985,4.0,
2397,0.8240000000000001,Koi Pond,Cloudchord,0.0,0.852,0.69,0.555,0.91,7.0,0.16899999999999998,-9.802,136500.0,7th Inning Stretch,43.0,0.3720000000000001,160.369,4.0,153000.0
2398,0.0476,Sangre,Mister Carver,0.0,0.711,0.684,0.685,0.914,2.0,0.133,-6.856,178244.0,Numero Uno,44.0,0.043,172.00400000000005,4.0,6200.0
2399,0.461,"Car Tunes, Vol. 1",Toonorth,0.0,0.225,0.6509999999999999,0.364,0.561,4.0,0.113,-9.694,86709.0,Lookin' Up,44.0,0.108,155.097,4.0,423000.0
2400,0.4,Sidewall,Praizee,1.0,0.512,0.851,0.171,0.7490000000000001,0.0,0.111,-9.565,132000.0,Sidewall,43.0,0.162,80.064,4.0,
2401,0.444,Avant Garde,RudeManners,0.0,0.445,0.6779999999999999,0.279,0.852,9.0,0.0874,-14.645,130285.0,SoulFourtyFive,44.0,0.0487,140.09799999999998,5.0,68000.0
2402,0.342,Chillhop Essentials Summer 2018,Plusma,0.0,0.6679999999999999,0.615,0.48,0.564,5.0,0.7020000000000001,-10.948,165624.0,Albatros,56.0,0.126,118.438,3.0,154000.0
2403,0.444,Panda Talk,Densky9,0.0,0.772,0.698,0.314,0.884,1.0,0.0992,-7.435,222527.0,Personal,43.0,0.113,90.991,4.0,6900.0
2404,0.397,Overnight,Ian Ewing,1.0,0.238,0.49,0.426,0.56,0.0,0.251,-13.621,260008.0,Cereus,52.0,0.361,78.44,4.0,4400.0
2405,0.865,Estugarda Neighborhood,Estugarda,0.0,0.846,0.769,0.31,0.931,6.0,0.113,-13.617,134466.0,Shroom,44.0,0.282,158.039,4.0,9500000.0
